type,2016,2017,2018,2019,2020,2021,2022,harga_rata_rata,nama_rumah,tipe_rumah,Lokasi,kt,km,grs,lt,lb
Rumah,1350000000,1512000000,1739000000,1913000000,2009000000,2109000000,2215000000,1835285714.28571,Rumah 2 Lantai Shm  10 Menit Perumahan Acropolis SHM,siap huni,Cibinong   ,3,2,0,160,240
Rumah,6900000000,7728000000,8888000000,9776000000,10265000000,10778000000,11317000000,9378857142.85714,Rumah 2 Lantai SHM di Kebon Pedes   ,siap huni,Tanah Sareal   ,7,2,2,442,332
Rumah,3200000000,3584000000,4122000000,4534000000,4761000000,4999000000,5249000000,4349857142.85714,Rumah 2 Lantai SHM Front Green Area In Sentul City   ,siap huni,Sentul City   ,5,3,1,341,327
Rumah,4250000000,4760000000,5474000000,6022000000,6323000000,6639000000,6971000000,5777000000,Rumah 2 Lantai siap Huni  Depan Green Area + 7 Kost² an,siap huni,Sentul City   ,3,2,2,261,400
Rumah,1190000000,1333000000,1533000000,1686000000,1771000000,1859000000,1952000000,1617714285.71429,Rumah 2 Lantai Siap Huni Dekat Rs Islam Aysha Harga All In Kpr,siap huni,Cibinong   ,3,2,1,98,144
Rumah,750000000,840000000,966000000,1063000000,1116000000,1172000000,1231000000,1019714285.71429,Rumah 2 lantai siap huni di Kalisuren Parung   ,siap huni,Parung   ,3,2,1,60,72
Rumah,1800000000,2016000000,2319000000,2551000000,2678000000,2812000000,2953000000,2447000000,Rumah 2 lantai siap huni dilingkungan yang asri di Legenda WisataCibubur Jawa Barat,siap huni,Legenda Wisata   ,3,3,0,149,140
Rumah,825000000,924000000,1063000000,1169000000,1228000000,1289000000,1354000000,1121714285.71429,Rumah 2 Lantai Siap Huni Rasa Villa Surat SHM Di Cibinong  ,siap huni,Cibinong   ,3,2,2,84,60
Rumah,780000000,874000000,1005000000,1106000000,1161000000,1219000000,1280000000,1060714285.71429,Rumah 2 Lantai Siap Kpr Harga All In di Puri Kintamani  ,siap huni,Cilebut   ,2,1,1,72,50
Rumah,575000000,644000000,741000000,815000000,856000000,899000000,944000000,782000000,Rumah 2 Lantai Strategis Dekat 10 Menit Ke Mall Cibinong Square Harga All In,siap huni,Cibinong   ,2,2,1,60,50
Rumah,1490000000,1669000000,1920000000,2112000000,2217000000,2328000000,2444000000,2025714285.71429,Rumah 2 Lantai Strategis Dekat Stasiun Cilebut Siap Kpr,siap huni,Tanah Sareal   ,3,3,1,150,106
Rumah,5900000000,6608000000,7600000000,8360000000,8778000000,9216000000,9677000000,8019857142.85714,Rumah 2 Lantai Unfurnished HGB Sierra Madre Sentul City  ,siap huni,Sentul City   ,4,3,4,650,309
Rumah,1190000000,1333000000,1533000000,1686000000,1771000000,1859000000,1952000000,1617714285.71429,Rumah 2 Lantai Unit Pojokan Dekat Sentul City Harga All In Kpr,siap huni,Cibinong   ,3,2,1,98,144
Rumah,1800000000,2016000000,2319000000,2551000000,2678000000,2812000000,2953000000,2447000000,Rumah 2 Lantai View depan dan Belakang Gunung di Sentul City,siap huni,Sentul City   ,5,3,3,144,200
Rumah,1150000000,1288000000,1482000000,1630000000,1711000000,1797000000,1887000000,1563571428.57143,Rumah 2 Lantai View Pegunungan di Sentul City   ,siap huni,Sentul City   ,3,2,1,84,89
Rumah,1050000000,1176000000,1353000000,1488000000,1563000000,1641000000,1723000000,1427714285.71429,Rumah 2 Lantai View Taman Bebas Banjir Bisa KPR Syariah di Cikeas,siap huni,Gunung Putri   ,3,3,1,84,95
Rumah,11500000000,12880000000,14812000000,16294000000,17108000000,17964000000,18862000000,15631428571.4286,Rumah 2 Lantai With Best Swimming Pool di Sentul City   ,siap huni,Sentul City   ,4,5,2,518,550
Rumah,3200000000,3584000000,4122000000,4534000000,4761000000,4999000000,5249000000,4349857142.85714,Rumah 2 Lantai With Semi Furnished In Sentul City   ,siap huni,Sentul City   ,5,5,2,341,327
Rumah,1900000000,2128000000,2448000000,2692000000,2827000000,2968000000,3117000000,2582857142.85714,Rumah 2 lt menarik hadap taman di Kota Wisata  akses tol di gerbang Kowis,siap huni,Cibubur   ,3,2,2,128,250
Rumah,1900000000,2128000000,2448000000,2692000000,2827000000,2968000000,3117000000,2582857142.85714,Rumah 2lantai dijual di Perumahan Legenda Wisata Cibubur,siap huni,Legenda Wisata   ,3,2,2,150,90
Rumah,7500000000,8400000000,9660000000,10626000000,11158000000,11716000000,12301000000,10194428571.4286,Rumah 3 Lantai dengan Best View dan Furnished  Bonus Taman Mewah,siap huni,Sentul City   ,5,3,3,272,600
Rumah,6500000000,7280000000,8372000000,9210000000,9670000000,10154000000,10661000000,8835285714.28572,Rumah 3 Lantai di Cluster Terdepan Sentul City   Design Minimalis Elegant   Best View,siap huni,Sentul City   ,5,6,0,261,450
Rumah,1500000000,1680000000,1932000000,2126000000,2232000000,2344000000,2461000000,2039285714.28571,Rumah 5 Menit Ke Puskesmas Kedung Badak Bebas Banjir Siap Kpr,siap huni,Tanah Sareal   ,4,2,2,129,164
Rumah,565000000,633000000,728000000,801000000,841000000,883000000,927000000,768285714.285714,Rumah 500 Jutaan SHM Bebas Banjir Tanpa Sutet di Cikeas,siap huni,Gunung Putri   ,2,1,1,70,36
Rumah,1070000000,1199000000,1379000000,1516000000,1592000000,1672000000,1755000000,1454714285.71429,Rumah 9 Menit Ke Pasar Prumpung Gunung Sindur Harga All In Kpr,siap huni,Gunung Sindur   ,3,2,1,81,51
Rumah,1500000000,1680000000,1932000000,2126000000,2232000000,2344000000,2461000000,2039285714.28571,Rumah Akses Mudah 8 Menit Ke Gerbang Tol Cibadak 1 Siap Kpr,siap huni,Tanah Sareal   ,4,2,2,129,164
Rumah,1500000000,1680000000,1932000000,2126000000,2232000000,2344000000,2461000000,2039285714.28571,Rumah Akses Tol Strategis di Tamansari Persada Cibadak  ,siap huni,Tanah Sareal   ,3,3,1,165,150
Rumah,1250000000,1400000000,1610000000,1771000000,1860000000,1953000000,2051000000,1699285714.28571,Rumah Akses Tol Terawat Dan Renovasi di Lokasi Premium Kota  ,siap huni,Tanah Sareal   ,3,2,2,110,100
Rumah,1050000000,1176000000,1353000000,1488000000,1563000000,1641000000,1723000000,1427714285.71429,Rumah apik siap huni di Royal Tajur (AC & water heater),siap huni,Tajur   ,2,2,1,84,60
Rumah,3700000000,4144000000,4766000000,5243000000,5505000000,5780000000,6069000000,5029571428.57143,Rumah Artistik 3 Lantai Di Green Valley  Sentul **,siap huni,Sentul City   ,3,3,0,162,362
Rumah,3700000000,4144000000,4766000000,5243000000,5505000000,5780000000,6069000000,5029571428.57143,Rumah Artistik 3 Lantai Di Green Valley  Sentul **,siap huni,Sentul City   ,3,3,0,162,362
Rumah,4700000000,5264000000,6054000000,6659000000,6992000000,7342000000,7709000000,6388571428.57143,Rumah Artistik 3 Lantai Di Green Valley  Sentul **,siap huni,Sentul City   ,3,3,0,162,362
Rumah,1200000000,1344000000,1546000000,1701000000,1786000000,1875000000,1969000000,1631571428.57143,Rumah Asri 2 Lantai di   3 Menit Ke Puskesmas Mekar Wangi Harga All In,siap huni,Tanah Sareal   ,2,2,1,72,120
Rumah,1350000000,1512000000,1739000000,1913000000,2009000000,2109000000,2215000000,1835285714.28571,Rumah Asri Akses Jalan Utama di Sentul City,siap huni,Babakan Madang   ,2,2,1,45,144
Rumah,1200000000,1344000000,1546000000,1701000000,1786000000,1875000000,1969000000,1631571428.57143,Rumah Asri Bebas Banjir di   Dekat Fasilitas Publik,siap huni,Cilebut   ,2,2,1,120,90
Rumah,1050000000,1176000000,1353000000,1488000000,1563000000,1641000000,1723000000,1427714285.71429,Rumah Asri Bebas Banjir di Cluster Cimanggu Grande   Harga All In,siap huni,Tanah Sareal   ,3,3,1,90,110
Rumah,780000000,874000000,1005000000,1106000000,1161000000,1219000000,1280000000,1060714285.71429,Rumah Asri Bebas Banjir di Puri Kintamani   Harga All In,siap huni,Sukaraja   ,2,1,1,72,50
Rumah,1060000000,1188000000,1366000000,1502000000,1577000000,1656000000,1739000000,1441142857.14286,Rumah Asri Bebas Banjir di Summit Rancamaya Siap Kpr Harga All In,siap huni,Rancamaya   ,2,1,1,120,51
Rumah,1240000000,1389000000,1598000000,1757000000,1845000000,1937000000,2034000000,1685714285.71429,Rumah Asri Bebas Banjir di Vila Nusa Indah Siap Kpr Harga Nego,siap huni,Gunung Putri   ,2,1,1,170,70
Rumah,820000000,919000000,1057000000,1162000000,1220000000,1281000000,1345000000,1114857142.85714,Rumah Asri Bebas Banjir Di Villa   Indah Harga All In Kpr,siap huni,Kedung Halang   ,2,1,1,78,54
Rumah,1860000000,2084000000,2396000000,2636000000,2768000000,2906000000,3051000000,2528714285.71429,Rumah Asri Bisa Nego Siap Kpr di   Nirwana Residence,siap huni,Mulyaharja   ,4,3,2,180,120
Rumah,3900000000,4368000000,5024000000,5526000000,5802000000,6092000000,6397000000,5301285714.28571,Rumah Asri Cluster Mediterania Golf Sentul City  ,siap huni,Sentul City   ,3,3,2,329,200
Rumah,720000000,807000000,928000000,1021000000,1072000000,1125000000,1181000000,979142857.142857,Rumah Asri Dekat Sentul di Perum Taman Cibinong Harga All In Kpr,siap huni,Cibinong   ,2,2,1,72,60
Rumah,590000000,661000000,760000000,836000000,878000000,922000000,968000000,802142857.142857,Rumah Asri Dekat Stasiun Bojonggede Bisa Kpr,siap huni,Cibinong   ,2,1,0,100,100
Rumah,810000000,908000000,1044000000,1148000000,1205000000,1266000000,1329000000,1101428571.42857,Rumah Asri di Bali Resort   Bebas Banjir Harga All In Kpr,siap huni,Gunung Sindur   ,2,1,1,91,52
Rumah,2350000000,2632000000,3027000000,3330000000,3496000000,3671000000,3855000000,3194428571.42857,Rumah Asri di Kebun Raya Residence Harga All In Siap Kpr,siap huni,Ciomas   ,3,2,1,200,158
Rumah,900000000,1008000000,1160000000,1276000000,1339000000,1406000000,1477000000,1223714285.71429,Rumah Asri Harga All In di Bukit Cimanggu City   Bebas Banjir,siap huni,Tanah Sareal   ,2,1,1,90,60
Rumah,1860000000,2084000000,2396000000,2636000000,2768000000,2906000000,3051000000,2528714285.71429,Rumah Asri Siap Huni di Nirwana Residence Dekat Pamoyanan Harga Nego,siap huni,Mulyaharja   ,4,3,0,180,120
Rumah,404000000,453000000,521000000,573000000,602000000,632000000,663000000,549714285.714286,Rumah Asri Siap Huni Di Parung   Lokasi Strategis Di Selatan Jakarta,siap huni,Parung   ,2,1,1,60,29
Rumah,1300000000,1456000000,1675000000,1842000000,1934000000,2031000000,2133000000,1767285714.28571,Rumah Asri Strategis Dekat 7 Menit Ke Mall Aeon Sentul City Harga All In,siap huni,Sukaraja   ,3,3,1,144,102
Rumah,700000000,784000000,902000000,992000000,1042000000,1094000000,1149000000,951857142.857143,Rumah Asri Strategis Dekat Kota Wisata Harga All In,siap huni,Cileungsi   ,2,1,1,112,52
Rumah,1560000000,1748000000,2010000000,2211000000,2321000000,2437000000,2559000000,2120857142.85714,Rumah Asri Strategis Dekat Mall Vivo Sentul Siap Kpr Harga All In,siap huni,Cibinong   ,3,3,1,160,200
Rumah,890000000,997000000,1147000000,1261000000,1324000000,1391000000,1460000000,1210000000,Rumah Asri Strategis Harga All In di Cluster Pinewood Siap Kpr,siap huni,Tanah Sareal   ,2,1,1,90,45
Rumah,1560000000,1748000000,2010000000,2211000000,2321000000,2437000000,2559000000,2120857142.85714,Rumah Asri Terawat di Andalus Residence   Harga All In Kpr,siap huni,Ranca Bungur   ,2,1,1,217,45
Rumah,4500000000,5040000000,5796000000,6376000000,6695000000,7030000000,7381000000,6116857142.85714,Rumah Bagus 2 Lantai Ada Kolam Renang Siap Huni,siap huni,Kota Wisata   ,4,3,0,264,300
Rumah,1550000000,1736000000,1997000000,2197000000,2306000000,2422000000,2543000000,2107285714.28571,Rumah Bagus 2 Lantai Baja Ringan Harga Nego,siap huni,Kota Wisata   ,3,2,0,144,100
Rumah,2500000000,2800000000,3220000000,3542000000,3720000000,3906000000,4101000000,3398428571.42857,Rumah Bagus 2 Lantai Baja Ringan Harga Nego,siap huni,Kota Wisata   ,4,3,0,240,180
Rumah,3200000000,3584000000,4122000000,4534000000,4761000000,4999000000,5249000000,4349857142.85714,Rumah Bagus 2 Lantai Baja Ringan Siap Huni,siap huni,Kota Wisata   ,4,4,0,300,400
Rumah,2500000000,2800000000,3220000000,3542000000,3720000000,3906000000,4101000000,3398428571.42857,Rumah Bagus 2 Lantai Dalam Cluster Harga Nego,siap huni,Kota Wisata   ,3,2,0,220,150
Rumah,7000000000,7840000000,9016000000,9918000000,10414000000,10935000000,11481000000,9514857142.85714,Rumah Bagus 2 Lantai Depan Green Area Sentul City  ,siap huni,Sentul City   ,4,3,2,375,450
Rumah,1300000000,1456000000,1675000000,1842000000,1934000000,2031000000,2133000000,1767285714.28571,Rumah Bagus 2 Lantai Di Parung Panjang Indah   S6488,siap huni,Parung Panjang   ,4,3,0,132,270
Rumah,4500000000,5040000000,5796000000,6376000000,6695000000,7030000000,7381000000,6116857142.85714,Rumah Bagus 2 Lantai Furnished Siap Huni,siap huni,Kota Wisata   ,4,3,0,300,261
Rumah,2500000000,2800000000,3220000000,3542000000,3720000000,3906000000,4101000000,3398428571.42857,Rumah Bagus 2 Lantai Granit Rapi Baja Ringan,siap huni,Kota Wisata   ,3,3,0,136,240
Rumah,1500000000,1680000000,1932000000,2126000000,2232000000,2344000000,2461000000,2039285714.28571,Rumah Bagus 2 Lantai Rapi Baja Ringan Harga Nego,siap huni,Legenda Wisata   ,3,2,0,128,100
Rumah,2500000000,2800000000,3220000000,3542000000,3720000000,3906000000,4101000000,3398428571.42857,Rumah Bagus 2 Lantai Rapi Baja Ringan Harga Nego,siap huni,Kota Wisata   ,4,3,0,240,180
Rumah,2950000000,3304000000,3800000000,4180000000,4389000000,4608000000,4839000000,4010000000,Rumah Bagus 2 Lantai Rapi Baja Ringan Siap Huni,siap huni,Kota Wisata   ,4,4,0,180,300
Rumah,1500000000,1680000000,1932000000,2126000000,2232000000,2344000000,2461000000,2039285714.28571,Rumah Bagus 2 Lantai Rapi Dalam Cluster,siap huni,Kota Wisata   ,3,2,0,128,120
Rumah,1500000000,1680000000,1932000000,2126000000,2232000000,2344000000,2461000000,2039285714.28571,Rumah Bagus 2 Lantai Rapi Dalam Cluster Harga Nego,siap huni,Kota Wisata   ,3,2,0,128,120
Rumah,2500000000,2800000000,3220000000,3542000000,3720000000,3906000000,4101000000,3398428571.42857,Rumah Bagus 2 Lantai Rapi Dalam Cluster Harga Nego,siap huni,Kota Wisata   ,3,2,0,220,150
Rumah,2900000000,3248000000,3736000000,4109000000,4315000000,4530000000,4757000000,3942142857.14286,Rumah Bagus 2 Lantai Rapi Furnished Dalam Cluster,siap huni,Kota Wisata   ,4,4,0,220,150
Rumah,1550000000,1736000000,1997000000,2197000000,2306000000,2422000000,2543000000,2107285714.28571,Rumah Bagus 2 Lantai Rapi Harga Nego Dalam Cluster,siap huni,Kota Wisata   ,3,2,0,144,200
Rumah,2950000000,3304000000,3800000000,4180000000,4389000000,4608000000,4839000000,4010000000,Rumah Bagus 2 Lantai Rapi Masih Ada Ruang Terbuka,siap huni,Kota Wisata   ,4,4,0,180,200
Rumah,2500000000,2800000000,3220000000,3542000000,3720000000,3906000000,4101000000,3398428571.42857,Rumah Bagus 2 Lantai Rapi Siap Huni Baja Ringan,siap huni,Kota Wisata   ,4,3,0,240,180
Rumah,1610000000,1804000000,2074000000,2282000000,2396000000,2515000000,2641000000,2188857142.85714,Rumah Bagus 2 Lantai Rapi Siap Huni Harga Nego,siap huni,Legenda Wisata   ,2,2,0,144,100
Rumah,1620000000,1815000000,2087000000,2296000000,2410000000,2531000000,2657000000,2202285714.28571,Rumah Bagus 2 Lantai Rapi Siap Huni Harga Nego,siap huni,Legenda Wisata   ,2,2,0,144,100
Rumah,2200000000,2464000000,2834000000,3117000000,3273000000,3437000000,3609000000,2990571428.57143,Rumah Bagus 2 Lantai Rapi Siap Huni View Taman,siap huni,Legenda Wisata   ,3,3,0,238,225
Rumah,3750000000,4200000000,4830000000,5313000000,5579000000,5858000000,6151000000,5097285714.28571,Rumah Bagus 2 Lantai Rapi Tanah Luas Harga Nego,siap huni,Kota Wisata   ,3,3,0,264,248
Rumah,1620000000,1815000000,2087000000,2296000000,2410000000,2531000000,2657000000,2202285714.28571,Rumah Bagus 2 Lantai Siap Huni Rapi Harga Nego,siap huni,Legenda Wisata   ,2,2,0,144,100
Rumah,2650000000,2968000000,3414000000,3755000000,3943000000,4140000000,4347000000,3602428571.42857,Rumah Bagus 2 Lantai Siap Huni Sudah Renovasi Baja Ringan,siap huni,Kota Wisata   ,3,3,0,200,300
Rumah,2650000000,2968000000,3414000000,3755000000,3943000000,4140000000,4347000000,3602428571.42857,Rumah Bagus 2 Lantai Sudah Renovasi Siap Huni Baja Ringan,siap huni,Kota Wisata   ,3,3,0,200,300
Rumah,3750000000,4200000000,4830000000,5313000000,5579000000,5858000000,6151000000,5097285714.28571,Rumah Bagus 2 Lantai Tanah Luas Harga Nego,siap huni,Kota Wisata   ,3,3,0,264,248
Rumah,4250000000,4760000000,5474000000,6022000000,6323000000,6639000000,6971000000,5777000000,Rumah Bagus 2 Lantai View Gunung Pancar Sentul City  ,siap huni,Sentul City   ,4,2,2,334,350
Rumah,5000000000,5600000000,6440000000,7084000000,7439000000,7811000000,8201000000,6796428571.42857,Rumah Bagus 2 Lantai View Pegunungan Sentul City  ,siap huni,Sentul City   ,3,3,2,330,362
Rumah,850000000,952000000,1095000000,1205000000,1265000000,1328000000,1395000000,1155714285.71429,Rumah Bagus Akses Stategis di Ciangsana  Gunung Putri   ,siap huni,Gunung Putri   ,2,1,1,98,60
Rumah,10500000000,11760000000,13524000000,14877000000,15621000000,16402000000,17222000000,14272285714.2857,Rumah Bagus Asri di Guntur      ditengah kota  ,siap huni,Babakan   ,3,1,0,690,250
Rumah,11600000000,12992000000,14941000000,16435000000,17257000000,18120000000,19026000000,15767285714.2857,Rumah Bagus Best View di Sentul City   ,siap huni,Sentul   ,4,5,5,1660,550
Rumah,3000000000,3360000000,3864000000,4251000000,4463000000,4687000000,4921000000,4078000000,RUMAH BAGUS CIBUBUR DEN HAAG  HARGA MIRING DI KOTA WISATA NEGO SAMPAI DEAL!,siap huni,Kota Wisata   ,8,4,2,300,450
Rumah,1400000000,1568000000,1804000000,1984000000,2083000000,2187000000,2297000000,1903285714.28571,Rumah Bagus Cozy Rapi Baja Ringan di Taman Kenari Nusantara,siap huni,Cibubur   ,3,2,0,160,100
Rumah,24000000000,26880000000,30912000000,34004000000,35704000000,37489000000,39363000000,32621714285.7143,Rumah Bagus Dan Asri Nuansa Bali di Rancamaya,siap huni,Rancamaya   ,4,3,2,1989,662
Rumah,24000000000,26880000000,30912000000,34004000000,35704000000,37489000000,39363000000,32621714285.7143,Rumah bagus di Jalan Ruby Raya,siap huni,Rancamaya   ,4,3,2,1989,662
Rumah,300000000,336000000,387000000,426000000,447000000,469000000,493000000,408285714.285714,Rumah Bagus di Kampung Baru Ragajaya Bojonggede   Dekat Stasiun Citayam,siap huni,Tajur Halang   ,2,1,0,114,80
Rumah,400000000,448000000,516000000,567000000,596000000,625000000,657000000,544142857.142857,Rumah Bagus di Lingkungan Yang Aman 2199hs,siap huni,Cileungsi   ,2,1,2,195,36
Rumah,655000000,734000000,844000000,929000000,975000000,1024000000,1075000000,890857142.857143,Rumah Bagus di Sentraland Boulevard Parung Panjang   ,siap huni,Parung Panjang   ,2,1,1,102,38
Rumah,22000000000,24640000000,28336000000,31170000000,32729000000,34365000000,36083000000,29903285714.2857,Rumah Bagus di Sentul   ,siap huni,Sentul City   ,4,7,3,2916,600
Rumah,3600000000,4032000000,4637000000,5101000000,5356000000,5624000000,5905000000,4893571428.57143,Rumah Bagus Furnished SHM Ada Kolam Renang di Sentul City   ,siap huni,Sentul City   ,3,3,3,288,200
Rumah,1990000000,2229000000,2564000000,2820000000,2961000000,3109000000,3264000000,2705285714.28571,Rumah Bagus Harga Nego Dekat Tol Nagrak Legenda Wisata Cibubur,siap huni,Legenda Wisata   ,3,3,0,220,150
Rumah,950000000,1064000000,1224000000,1346000000,1414000000,1484000000,1559000000,1291571428.57143,Rumah Bagus Posisi Hook Ada Green Area Cantik Disentul City  ,siap huni,Sentul City   ,2,1,1,108,50
Rumah,3650000000,4088000000,4702000000,5172000000,5430000000,5702000000,5987000000,4961571428.57143,Rumah Bagus Rapi 2 Lantai Asri Harga Nego,siap huni,Kota Wisata   ,3,3,0,220,200
Rumah,1900000000,2128000000,2448000000,2692000000,2827000000,2968000000,3117000000,2582857142.85714,Rumah Bagus Rapi 2 Lantai Dalam Cluster Harga Nego,siap huni,Kota Wisata   ,3,3,0,136,200
Rumah,2900000000,3248000000,3736000000,4109000000,4315000000,4530000000,4757000000,3942142857.14286,Rumah Bagus Rapi 2 Lantai Furnished Harga Nego,siap huni,Kota Wisata   ,4,4,0,220,150
Rumah,875000000,980000000,1127000000,1240000000,1302000000,1367000000,1436000000,1189571428.57143,Rumah Bagus Rapi Baja Ringan di Vila Nusa Indah 5,siap huni,Bojong Kulur   ,2,1,0,120,50
